id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,compound_db_identity:compound_db_identity,compound_db_identity:compound_name,compound_db_identity:mol_formula,compound_db_identity:adduct,compound_db_identity:precursor_mz,compound_db_identity:mz_diff_ppm,compound_db_identity:neutral_mass,compound_db_identity:isotope_pattern_score,datafile:HODA_6008-77-2_10mgmL.raw:feature_state,datafile:HODA_6008-77-2_10mgmL.raw:mz,datafile:HODA_6008-77-2_10mgmL.raw:mz_range:min,datafile:HODA_6008-77-2_10mgmL.raw:mz_range:max,datafile:HODA_6008-77-2_10mgmL.raw:rt,datafile:HODA_6008-77-2_10mgmL.raw:rt_range:min,datafile:HODA_6008-77-2_10mgmL.raw:rt_range:max,datafile:HODA_6008-77-2_10mgmL.raw:height,datafile:HODA_6008-77-2_10mgmL.raw:area,datafile:HODA_6008-77-2_10mgmL.raw:intensity_range:min,datafile:HODA_6008-77-2_10mgmL.raw:intensity_range:max,datafile:HODA_6008-77-2_10mgmL.raw:fwhm,datafile:HODA_6008-77-2_10mgmL.raw:tailing_factor,datafile:HODA_6008-77-2_10mgmL.raw:asymmetry_factor,datafile:HODA_6008-77-2_10mgmL.raw:fragment_scans,datafile:HODA_6008-77-2_10mgmL.raw:compound_name,datafile:HODA_6008-77-2_10mgmL.raw:isotopes,datafile:HODA_6008-77-2_10mgmL.raw:isotope_pattern_score
2717,36.76,36.69,36.83,630.4797,630.4795,630.4800,2.4E3,2.6E2,9.0E2,2.4E3,0,,,,,,,,,DETECTED,630.4797,630.4795,630.4800,36.76,36.69,36.83,2.4E3,2.6E2,9.0E2,2.4E3,0.13,1.00,1.00,0,,,
2718,36.78,36.67,36.85,480.2810,480.2809,480.2811,5.8E3,7.3E2,1.4E3,5.8E3,0,,,,,,,,,DETECTED,480.2810,480.2809,480.2811,36.78,36.67,36.85,5.8E3,7.3E2,1.4E3,5.8E3,0.15,0.83,0.67,0,,,
2719,36.78,36.72,36.86,526.2867,526.2866,526.2869,2.6E3,2.8E2,9.7E2,2.6E3,0,,,,,,,,,DETECTED,526.2867,526.2866,526.2869,36.78,36.72,36.86,2.6E3,2.8E2,9.7E2,2.6E3,0.13,1.33,1.67,0,,,
2720,36.78,36.35,36.85,548.4793,548.4790,548.4795,3.5E3,1.1E3,9.3E2,3.5E3,0,,,,,,,,,DETECTED,548.4793,548.4790,548.4795,36.78,36.35,36.85,3.5E3,1.1E3,9.3E2,3.5E3,0.38,0.58,0.17,0,,,
2721,36.78,36.69,36.88,640.4277,640.4273,640.4284,2.9E3,3.7E2,7.2E2,2.9E3,0,,,,,,,,,DETECTED,640.4277,640.4273,640.4284,36.78,36.69,36.88,2.9E3,3.7E2,7.2E2,2.9E3,0.13,1.10,1.20,0,,,
2722,36.78,36.44,36.85,731.4952,731.4948,731.4955,1.2E4,2.6E3,3.0E3,1.2E4,0,,,,,,,,,DETECTED,731.4952,731.4948,731.4955,36.78,36.44,36.85,1.2E4,2.6E3,3.0E3,1.2E4,0.15,0.61,0.21,0,,,
2723,36.78,36.56,36.88,732.4989,732.4972,732.5005,4.6E3,8.6E2,9.7E2,4.6E3,0,,,,,,,,,DETECTED,732.4989,732.4972,732.5005,36.78,36.56,36.88,4.6E3,8.6E2,9.7E2,4.6E3,0.17,0.75,0.50,0,,,
2724,36.78,36.21,37.07,753.4770,753.4766,753.4783,3.7E4,1.8E4,3.6E3,3.7E4,0,,,,,,,,,DETECTED,753.4770,753.4766,753.4783,36.78,36.21,37.07,3.7E4,1.8E4,3.6E3,3.7E4,0.54,0.77,0.50,0,,,
2725,36.78,36.21,37.06,754.4804,754.4801,754.4808,1.6E4,7.9E3,1.5E3,1.6E4,0,,,,,,,,,DETECTED,754.4804,754.4801,754.4808,36.78,36.21,37.06,1.6E4,7.9E3,1.5E3,1.6E4,0.53,0.80,0.47,0,,,
2726,36.78,36.72,36.88,774.5588,774.5564,774.5601,3.6E3,3.7E2,1.2E3,3.6E3,0,,,,,,,,,DETECTED,774.5588,774.5564,774.5601,36.78,36.72,36.88,3.6E3,3.7E2,1.2E3,3.6E3,0.10,1.50,2.00,0,,,
2727,36.79,36.76,36.86,415.2186,415.2184,415.2187,4.1E3,3.1E2,9.5E2,4.1E3,0,,,,,,,,,DETECTED,415.2186,415.2184,415.2187,36.79,36.76,36.86,4.1E3,3.1E2,9.5E2,4.1E3,0.09,1.50,2.00,0,,,
2728,36.79,36.76,36.90,416.2111,416.2108,416.2144,7.6E3,6.4E2,9.6E2,7.6E3,0,,,,,,,,,DETECTED,416.2111,416.2108,416.2144,36.79,36.76,36.90,7.6E3,6.4E2,9.6E2,7.6E3,0.09,2.00,3.00,0,,,
2729,36.79,36.69,36.83,452.2497,452.2495,452.2497,4.8E3,4.0E2,7.8E2,4.8E3,0,,,,,,,,,DETECTED,452.2497,452.2495,452.2497,36.79,36.69,36.83,4.8E3,4.0E2,7.8E2,4.8E3,0.09,0.67,0.33,0,,,
2730,36.79,36.74,36.86,521.3481,521.3480,521.3483,3.5E3,3.0E2,8.7E2,3.5E3,0,,,,,,,,,DETECTED,521.3481,521.3480,521.3483,36.79,36.74,36.86,3.5E3,3.0E2,8.7E2,3.5E3,0.09,1.17,1.33,0,,,
2731,36.79,36.76,36.88,538.2965,538.2964,538.2970,2.0E4,1.6E3,2.5E3,2.0E4,0,,,,,,,,,DETECTED,538.2965,538.2964,538.2970,36.79,36.76,36.88,2.0E4,1.6E3,2.5E3,2.0E4,0.10,1.75,2.50,0,,,
2732,36.79,36.76,36.86,539.2999,539.2997,539.3003,4.9E3,3.8E2,1.3E3,4.9E3,0,,,,,,,,,DETECTED,539.2999,539.2997,539.3003,36.79,36.76,36.86,4.9E3,3.8E2,1.3E3,4.9E3,0.10,1.50,2.00,0,,,
2733,36.79,36.74,36.86,539.3588,539.3585,539.3591,4.0E3,3.5E2,1.0E3,4.0E3,0,,,,,,,,,DETECTED,539.3588,539.3585,539.3591,36.79,36.74,36.86,4.0E3,3.5E2,1.0E3,4.0E3,0.09,1.17,1.33,0,,,
2734,36.79,36.70,36.90,557.3693,557.3687,557.3694,9.4E3,1.0E3,8.0E2,9.4E3,0,,,,,,,,,DETECTED,557.3693,557.3687,557.3694,36.79,36.70,36.90,9.4E3,1.0E3,8.0E2,9.4E3,0.10,1.10,1.09,0,,,
2735,36.79,36.72,36.88,575.3799,575.3798,575.3800,9.3E3,9.2E2,1.2E3,9.3E3,0,,,,,,,,,DETECTED,575.3799,575.3798,575.3800,36.79,36.72,36.88,9.3E3,9.2E2,1.2E3,9.3E3,0.10,1.13,1.25,0,,,
2736,36.79,36.72,36.88,597.3618,597.3615,597.3619,1.5E4,1.4E3,1.6E3,1.5E4,0,,,,,,,,,DETECTED,597.3618,597.3615,597.3619,36.79,36.72,36.88,1.5E4,1.4E3,1.6E3,1.5E4,0.09,1.13,1.25,0,,,
2737,36.79,36.76,36.85,598.3654,598.3653,598.3657,4.8E3,3.3E2,1.7E3,4.8E3,0,,,,,,,,,DETECTED,598.3654,598.3653,598.3657,36.79,36.76,36.85,4.8E3,3.3E2,1.7E3,4.8E3,0.09,1.25,1.50,0,,,
2738,36.79,36.70,36.90,620.4378,620.4375,620.4380,9.7E3,1.2E3,1.5E3,9.7E3,0,,,,,,,,,DETECTED,620.4378,620.4375,620.4380,36.79,36.70,36.90,9.7E3,1.2E3,1.5E3,9.7E3,0.13,1.10,1.20,0,,,
2739,36.79,36.72,36.86,621.4413,621.4411,621.4415,3.2E3,3.6E2,1.1E3,3.2E3,0,,,,,,,,,DETECTED,621.4413,621.4411,621.4415,36.79,36.72,36.86,3.2E3,3.6E2,1.1E3,3.2E3,0.13,1.00,1.00,0,,,
2740,36.79,36.76,36.92,642.4798,642.4793,642.4800,3.2E3,3.5E2,1.0E3,3.2E3,0,,,,,,,,,DETECTED,642.4798,642.4793,642.4800,36.79,36.76,36.92,3.2E3,3.5E2,1.0E3,3.2E3,0.16,2.25,3.50,0,,,
2741,36.79,36.76,36.85,663.4984,663.4977,663.4987,2.4E4,1.5E3,6.1E3,2.4E4,0,,,,,,,,,DETECTED,663.4984,663.4977,663.4987,36.79,36.76,36.85,2.4E4,1.5E3,6.1E3,2.4E4,0.08,1.25,1.50,0,,,
2742,36.79,36.76,36.85,664.5021,664.5018,664.5022,1.0E4,6.5E2,2.6E3,1.0E4,0,,,,,,,,,DETECTED,664.5021,664.5018,664.5022,36.79,36.76,36.85,1.0E4,6.5E2,2.6E3,1.0E4,0.08,1.25,1.50,0,,,
2743,36.79,36.76,36.86,671.4781,671.4780,671.4782,3.2E4,2.2E3,4.3E3,3.2E4,0,,,,,,,,,DETECTED,671.4781,671.4780,671.4782,36.79,36.76,36.86,3.2E4,2.2E3,4.3E3,3.2E4,0.08,1.50,2.00,0,,,
2744,36.79,36.76,36.86,672.4812,672.4801,672.4815,1.2E4,8.1E2,1.6E3,1.2E4,0,,,,,,,,,DETECTED,672.4812,672.4801,672.4815,36.79,36.76,36.86,1.2E4,8.1E2,1.6E3,1.2E4,0.08,1.50,2.00,0,,,
2745,36.79,36.72,36.85,680.3501,680.3498,680.3502,6.8E3,5.4E2,9.3E2,6.8E3,0,,,,,,,,,DETECTED,680.3501,680.3498,680.3502,36.79,36.72,36.85,6.8E3,5.4E2,9.3E2,6.8E3,0.08,0.87,0.75,0,,,
2746,36.79,36.76,36.86,685.5785,685.5783,685.5786,1.9E4,1.4E3,3.6E3,1.9E4,0,,,,,,,,,DETECTED,685.5785,685.5783,685.5786,36.79,36.76,36.86,1.9E4,1.4E3,3.6E3,1.9E4,0.09,1.50,2.00,0,,,
2747,36.79,36.76,36.88,686.5751,686.5743,686.5754,8.0E4,6.1E3,5.3E3,8.0E4,0,,,,,,,,,DETECTED,686.5751,686.5743,686.5754,36.79,36.76,36.88,8.0E4,6.1E3,5.3E3,8.0E4,0.09,1.75,2.20,0,,,
2748,36.79,36.76,36.86,687.5782,687.5780,687.5783,3.3E4,2.4E3,6.0E3,3.3E4,0,,,,,,,,,DETECTED,687.5782,687.5780,687.5783,36.79,36.76,36.86,3.3E4,2.4E3,6.0E3,3.3E4,0.09,1.50,2.00,0,,,
2749,36.79,36.76,36.85,688.5812,688.5811,688.5813,6.8E3,4.6E2,2.5E3,6.8E3,0,,,,,,,,,DETECTED,688.5812,688.5811,688.5813,36.79,36.76,36.85,6.8E3,4.6E2,2.5E3,6.8E3,0.09,1.25,1.50,0,,,
2750,36.79,36.76,36.86,689.4507,689.4507,689.4508,9.3E4,6.3E3,8.4E3,9.3E4,0,,,,,,,,,DETECTED,689.4507,689.4507,689.4508,36.79,36.76,36.86,9.3E4,6.3E3,8.4E3,9.3E4,0.08,1.50,2.00,0,,,
2751,36.79,36.76,36.86,690.4539,690.4512,690.4541,3.7E4,2.5E3,3.2E3,3.7E4,0,,,,,,,,,DETECTED,690.4539,690.4512,690.4541,36.79,36.76,36.86,3.7E4,2.5E3,3.2E3,3.7E4,0.08,1.50,2.00,0,,,
2752,36.79,36.76,36.86,691.4465,691.4465,691.4466,3.6E4,2.5E3,3.5E3,3.6E4,0,,,,,,,,,DETECTED,691.4465,691.4465,691.4466,36.79,36.76,36.86,3.6E4,2.5E3,3.5E3,3.6E4,0.08,1.50,2.00,0,,,
2753,36.79,36.76,36.86,693.4603,693.4598,693.4605,7.7E3,5.8E2,1.7E3,7.7E3,0,,,,,,,,,DETECTED,693.4603,693.4598,693.4605,36.79,36.76,36.86,7.7E3,5.8E2,1.7E3,7.7E3,0.09,1.50,2.00,0,,,
2754,36.79,36.74,36.88,708.3812,708.3810,708.3814,5.5E3,5.5E2,2.3E3,5.5E3,0,,,,,,,,,DETECTED,708.3812,708.3810,708.3814,36.79,36.74,36.88,5.5E3,5.5E2,2.3E3,5.5E3,0.11,1.33,1.67,0,,,
2755,36.79,36.76,36.85,711.4324,711.4323,711.4327,7.4E3,5.0E2,2.8E3,7.4E3,0,,,,,,,,,DETECTED,711.4324,711.4323,711.4327,36.79,36.76,36.85,7.4E3,5.0E2,2.8E3,7.4E3,0.09,1.25,1.50,0,,,
2756,36.79,36.72,36.95,730.5324,730.5320,730.5334,5.8E3,9.8E2,1.3E3,5.8E3,0,,,,,,,,,DETECTED,730.5324,730.5320,730.5334,36.79,36.72,36.95,5.8E3,9.8E2,1.3E3,5.8E3,0.18,1.63,2.25,0,,,
2757,36.79,36.69,37.20,755.4934,755.4925,755.4941,4.8E3,1.5E3,1.2E3,4.8E3,0,,,,,,,,,DETECTED,755.4934,755.4925,755.4941,36.79,36.69,37.20,4.8E3,1.5E3,1.2E3,4.8E3,0.40,2.41,3.82,0,,,
2758,36.81,36.74,36.90,414.2154,414.2153,414.2155,2.0E4,1.8E3,1.7E3,2.0E4,0,,,,,,,,,DETECTED,414.2154,414.2153,414.2155,36.81,36.74,36.90,2.0E4,1.8E3,1.7E3,2.0E4,0.08,1.13,1.13,0,,,
2759,36.81,36.58,37.27,505.3530,505.3524,505.3532,7.1E3,2.5E3,9.4E2,7.1E3,0,,,,,,,,,DETECTED,505.3530,505.3524,505.3532,36.81,36.58,37.27,7.1E3,2.5E3,9.4E2,7.1E3,0.34,1.50,1.85,0,,,
2760,36.81,36.72,37.16,541.3742,541.3735,541.3745,3.1E3,8.8E2,6.8E2,3.1E3,0,,,,,,,,,DETECTED,541.3742,541.3735,541.3745,36.81,36.72,37.16,3.1E3,8.8E2,6.8E2,3.1E3,0.34,2.49,3.99,0,,,
2761,36.81,36.56,37.18,581.3668,581.3664,581.3671,6.3E3,2.1E3,8.4E2,6.3E3,0,,,,,,,,,DETECTED,581.3668,581.3664,581.3671,36.81,36.56,37.18,6.3E3,2.1E3,8.4E2,6.3E3,0.34,1.25,1.26,0,,,
2762,36.81,36.39,37.09,725.5184,725.5164,725.5198,4.4E3,1.6E3,1.3E3,4.4E3,0,,,,,,,,,DETECTED,725.5184,725.5164,725.5198,36.81,36.39,37.09,4.4E3,1.6E3,1.3E3,4.4E3,0.60,0.83,0.67,0,,,
2763,36.81,36.53,37.20,757.5083,757.5079,757.5085,1.9E4,6.0E3,2.5E3,1.9E4,0,,,,,,,,,DETECTED,757.5083,757.5079,757.5085,36.81,36.53,37.20,1.9E4,6.0E3,2.5E3,1.9E4,0.23,1.19,1.43,0,,,
2764,36.81,36.55,37.02,758.5118,758.5116,758.5122,7.6E3,2.1E3,1.5E3,7.6E3,0,,,,,,,,,DETECTED,758.5118,758.5116,758.5122,36.81,36.55,37.02,7.6E3,2.1E3,1.5E3,7.6E3,0.18,0.90,0.80,0,,,
2765,36.81,36.72,37.18,875.5137,875.5131,875.5142,2.6E3,7.9E2,8.7E2,2.6E3,0,,,,,,,,,DETECTED,875.5137,875.5131,875.5142,36.81,36.72,37.18,2.6E3,7.9E2,8.7E2,2.6E3,0.41,2.60,4.19,0,,,
2766,36.83,36.74,36.93,438.2856,438.2854,438.2858,7.6E3,8.3E2,1.1E3,7.6E3,0,,,,,,,,,DETECTED,438.2856,438.2854,438.2858,36.83,36.74,36.93,7.6E3,8.3E2,1.1E3,7.6E3,0.10,1.10,1.20,0,,,
2767,36.86,36.81,36.92,589.3591,589.3585,589.3593,6.8E3,5.1E2,1.9E3,6.8E3,0,,,,,,,,,DETECTED,589.3591,589.3585,589.3593,36.86,36.81,36.92,6.8E3,5.1E2,1.9E3,6.8E3,0.08,1.00,1.00,0,,,
2768,36.86,36.79,36.92,613.3957,613.3954,613.3961,3.2E3,3.1E2,1.4E3,3.2E3,0,,,,,,,,,DETECTED,613.3957,613.3954,613.3961,36.86,36.79,36.92,3.2E3,3.1E2,1.4E3,3.2E3,0.13,0.88,0.75,0,,,
2769,36.86,36.81,36.92,631.4062,631.4059,631.4065,3.0E3,2.5E2,1.4E3,3.0E3,0,,,,,,,,,DETECTED,631.4062,631.4059,631.4065,36.86,36.81,36.92,3.0E3,2.5E2,1.4E3,3.0E3,0.11,1.00,1.00,0,,,
2770,36.86,36.81,36.99,634.4171,634.4167,634.4172,1.7E4,1.5E3,1.0E3,1.7E4,0,,,,,,,,,DETECTED,634.4171,634.4167,634.4172,36.86,36.81,36.99,1.7E4,1.5E3,1.0E3,1.7E4,0.08,1.67,1.99,0,,,
2771,36.86,36.76,36.99,676.4641,676.4638,676.4645,8.0E3,9.7E2,9.3E2,8.0E3,0,,,,,,,,,DETECTED,676.4641,676.4638,676.4645,36.86,36.76,36.99,8.0E3,9.7E2,9.3E2,8.0E3,0.11,1.08,1.16,0,,,
2772,36.88,36.83,37.00,429.3117,429.3116,429.3119,1.0E4,1.1E3,1.2E3,1.0E4,0,,,,,,,,,DETECTED,429.3117,429.3116,429.3119,36.88,36.83,37.00,1.0E4,1.1E3,1.2E3,1.0E4,0.11,1.67,2.34,0,,,
2773,36.88,36.74,37.02,523.3849,523.3846,523.3850,2.9E4,4.1E3,1.1E3,2.9E4,0,,,,,,,,,DETECTED,523.3849,523.3846,523.3850,36.88,36.74,37.02,2.9E4,4.1E3,1.1E3,2.9E4,0.13,0.97,0.93,0,,,
2774,36.88,36.65,37.13,540.4114,540.4111,540.4117,9.8E4,1.4E4,7.5E2,9.8E4,0,,,,,,,,,DETECTED,540.4114,540.4111,540.4117,36.88,36.65,37.13,9.8E4,1.4E4,7.5E2,9.8E4,0.13,0.96,0.93,0,,,
2775,36.88,36.72,37.00,541.4148,541.4147,541.4149,3.0E4,4.1E3,9.8E2,3.0E4,0,,,,,,,,,DETECTED,541.4148,541.4147,541.4149,36.88,36.72,37.00,3.0E4,4.1E3,9.8E2,3.0E4,0.13,0.93,0.89,0,,,
2776,36.88,36.79,36.95,542.4179,542.4174,542.4184,4.4E3,4.8E2,1.1E3,4.4E3,0,,,,,,,,,DETECTED,542.4179,542.4174,542.4184,36.88,36.79,36.95,4.4E3,4.8E2,1.1E3,4.4E3,0.12,0.90,0.80,0,,,
2777,36.88,36.79,36.93,561.3406,561.3404,561.3407,2.4E3,2.6E2,8.4E2,2.4E3,0,,,,,,,,,DETECTED,561.3406,561.3404,561.3407,36.88,36.79,36.93,2.4E3,2.6E2,8.4E2,2.4E3,0.14,0.80,0.60,0,,,
2778,36.90,35.62,37.40,604.4427,604.4418,604.4430,2.0E4,1.2E4,9.4E2,2.0E4,0,,,,,,,,,DETECTED,604.4427,604.4418,604.4430,36.90,35.62,37.40,2.0E4,1.2E4,9.4E2,2.0E4,0.39,0.69,0.36,0,,,
2779,36.92,36.86,36.95,415.2121,415.2120,415.2127,4.1E3,2.9E2,1.8E3,4.1E3,0,,,,,,,,,DETECTED,415.2121,415.2120,415.2127,36.92,36.86,36.95,4.1E3,2.9E2,1.8E3,4.1E3,0.09,0.83,0.66,0,,,
2780,36.92,36.86,36.95,460.2700,460.2699,460.2702,5.3E3,3.7E2,2.3E3,5.3E3,0,,,,,,,,,DETECTED,460.2700,460.2699,460.2702,36.92,36.86,36.95,5.3E3,3.7E2,2.3E3,5.3E3,0.09,0.83,0.66,0,,,
2781,36.92,36.78,37.18,780.5845,780.5835,780.5864,3.9E3,1.1E3,9.9E2,3.9E3,0,,,,,,,,,DETECTED,780.5845,780.5835,780.5864,36.92,36.78,37.18,3.9E3,1.1E3,9.9E2,3.9E3,0.31,1.43,1.87,0,,,
2782,36.92,36.72,37.13,790.5898,790.5893,790.5900,3.1E4,5.7E3,1.1E3,3.1E4,0,,,,,,,,,DETECTED,790.5898,790.5893,790.5900,36.92,36.72,37.13,3.1E4,5.7E3,1.1E3,3.1E4,0.17,1.10,1.24,0,,,
2783,36.92,36.78,37.07,791.5932,791.5930,791.5947,1.3E4,2.2E3,1.4E3,1.3E4,0,,,,,,,,,DETECTED,791.5932,791.5930,791.5947,36.92,36.78,37.07,1.3E4,2.2E3,1.4E3,1.3E4,0.17,1.06,1.14,0,,,
2784,36.92,36.83,37.04,792.5960,792.5954,792.5966,3.3E3,4.9E2,7.9E2,3.3E3,0,,,,,,,,,DETECTED,792.5960,792.5954,792.5966,36.92,36.83,37.04,3.3E3,4.9E2,7.9E2,3.3E3,0.16,1.20,1.40,0,,,
2785,36.92,36.86,37.02,996.4660,996.4658,996.4663,3.8E3,4.4E2,1.0E3,3.8E3,0,,,,,,,,,DETECTED,996.4660,996.4658,996.4663,36.92,36.86,37.02,3.8E3,4.4E2,1.0E3,3.8E3,0.13,1.50,2.00,0,,,
2786,36.93,36.83,36.99,448.2911,448.2910,448.2912,3.4E3,4.5E2,1.4E3,3.4E3,0,,,,,,,,,DETECTED,448.2911,448.2910,448.2912,36.93,36.83,36.99,3.4E3,4.5E2,1.4E3,3.4E3,0.17,0.75,0.50,0,,,
2787,36.93,36.88,37.09,752.3710,752.3705,752.3713,8.6E3,9.3E2,8.6E2,8.6E3,0,,,,,,,,,DETECTED,752.3710,752.3705,752.3713,36.93,36.88,37.09,8.6E3,9.3E2,8.6E2,8.6E3,0.10,2.00,3.20,0,,,
2788,36.93,36.88,37.02,840.5689,840.5686,840.5691,4.4E3,4.4E2,1.0E3,4.4E3,0,,,,,,,,,DETECTED,840.5689,840.5686,840.5691,36.93,36.88,37.02,4.4E3,4.4E2,1.0E3,4.4E3,0.11,1.33,1.67,0,,,
2789,36.93,36.88,37.02,1024.4972,1024.4968,1024.4976,2.9E3,3.1E2,1.0E3,2.9E3,0,,,,,,,,,DETECTED,1024.4972,1024.4968,1024.4976,36.93,36.88,37.02,2.9E3,3.1E2,1.0E3,2.9E3,0.13,1.33,1.67,0,,,
2790,36.95,36.78,37.20,735.5264,735.5261,735.5267,8.4E3,2.3E3,2.2E3,8.4E3,0,,,,,,,,,DETECTED,735.5264,735.5261,735.5267,36.95,36.78,37.20,8.4E3,2.3E3,2.2E3,8.4E3,0.34,1.20,1.40,0,,,
2791,36.95,36.79,37.20,736.5304,736.5299,736.5309,3.6E3,9.5E2,8.8E2,3.6E3,0,,,,,,,,,DETECTED,736.5304,736.5299,736.5309,36.95,36.79,37.20,3.6E3,9.5E2,8.8E2,3.6E3,0.34,1.28,1.55,0,,,
2792,36.95,36.88,37.11,780.4022,780.4017,780.4024,1.6E4,1.7E3,1.1E3,1.6E4,0,,,,,,,,,DETECTED,780.4022,780.4017,780.4024,36.95,36.88,37.11,1.6E4,1.7E3,1.1E3,1.6E4,0.09,1.62,2.15,0,,,
2793,36.95,36.90,37.07,781.4056,781.4052,781.4060,6.1E3,5.9E2,6.9E2,6.1E3,0,,,,,,,,,DETECTED,781.4056,781.4052,781.4060,36.95,36.90,37.07,6.1E3,5.9E2,6.9E2,6.1E3,0.10,1.67,2.56,0,,,
2794,36.97,36.53,37.27,605.4462,605.4459,605.4467,7.1E3,2.9E3,7.4E2,7.1E3,0,,,,,,,,,DETECTED,605.4462,605.4459,605.4467,36.97,36.53,37.27,7.1E3,2.9E3,7.4E2,7.1E3,0.39,0.84,0.65,0,,,
2795,36.97,36.90,37.07,796.5425,796.5421,796.5428,7.4E3,7.8E2,7.8E2,7.4E3,0,,,,,,,,,DETECTED,796.5425,796.5421,796.5428,36.97,36.90,37.07,7.4E3,7.8E2,7.8E2,7.4E3,0.10,1.25,1.45,0,,,
2796,36.97,36.92,37.02,797.5460,797.5456,797.5461,3.4E3,2.8E2,1.3E3,3.4E3,0,,,,,,,,,DETECTED,797.5460,797.5456,797.5461,36.97,36.92,37.02,3.4E3,2.8E2,1.3E3,3.4E3,0.10,1.00,1.00,0,,,
2797,36.99,36.92,37.06,452.2495,452.2493,452.2496,3.2E3,3.4E2,1.1E3,3.2E3,0,,,,,,,,,DETECTED,452.2495,452.2493,452.2496,36.99,36.92,37.06,3.2E3,3.4E2,1.1E3,3.2E3,0.12,1.00,1.00,0,,,
2798,36.99,36.90,37.11,660.4689,660.4675,660.4692,6.2E3,8.5E2,1.3E3,6.2E3,0,,,,,,,,,DETECTED,660.4689,660.4675,660.4692,36.99,36.90,37.11,6.2E3,8.5E2,1.3E3,6.2E3,0.14,1.20,1.40,0,,,
2799,36.99,36.92,37.11,752.5165,752.5163,752.5169,1.1E4,1.2E3,9.2E2,1.1E4,0,,,,,,,,,DETECTED,752.5165,752.5163,752.5169,36.99,36.92,37.11,1.1E4,1.2E3,9.2E2,1.1E4,0.10,1.37,1.64,0,,,
2800,36.99,36.93,37.07,753.5200,753.5195,753.5208,4.5E3,4.2E2,7.6E2,4.5E3,0,,,,,,,,,DETECTED,753.5200,753.5195,753.5208,36.99,36.93,37.07,4.5E3,4.2E2,7.6E2,4.5E3,0.10,1.33,1.66,0,,,
2801,37.00,36.88,37.07,480.2809,480.2808,480.2811,1.4E4,1.7E3,2.1E3,1.4E4,0,,,,,,,,,DETECTED,480.2809,480.2808,480.2811,37.00,36.88,37.07,1.4E4,1.7E3,2.1E3,1.4E4,0.13,0.78,0.57,0,,,
2802,37.00,36.93,37.07,579.3899,579.3894,579.3907,2.2E3,2.5E2,7.8E2,2.2E3,0,,,,,,,,,DETECTED,579.3899,579.3894,579.3907,37.00,36.93,37.07,2.2E3,2.5E2,7.8E2,2.2E3,0.14,1.00,1.00,0,,,
2803,37.00,36.88,37.14,658.4744,658.4740,658.4750,4.9E3,8.0E2,7.8E2,4.9E3,0,,,,,,,,,DETECTED,658.4744,658.4740,658.4750,37.00,36.88,37.14,4.9E3,8.0E2,7.8E2,4.9E3,0.16,1.07,1.13,0,,,
2804,37.00,36.93,37.11,708.4903,708.4900,708.4909,1.4E4,1.5E3,1.7E3,1.4E4,0,,,,,,,,,DETECTED,708.4903,708.4900,708.4909,37.00,36.93,37.11,1.4E4,1.5E3,1.7E3,1.4E4,0.10,1.25,1.49,0,,,
2805,37.00,36.95,37.09,709.4937,709.4931,709.4939,5.3E3,5.1E2,1.2E3,5.3E3,0,,,,,,,,,DETECTED,709.4937,709.4931,709.4939,37.00,36.95,37.09,5.3E3,5.1E2,1.2E3,5.3E3,0.11,1.33,1.66,0,,,
2806,37.02,36.97,37.11,406.2438,406.2438,406.2439,1.7E4,1.4E3,1.5E3,1.7E4,0,,,,,,,,,DETECTED,406.2438,406.2438,406.2439,37.02,36.97,37.11,1.7E4,1.4E3,1.5E3,1.7E4,0.08,1.33,1.51,0,,,
2807,37.02,36.95,37.11,664.4643,664.4641,664.4662,1.6E4,1.7E3,2.5E3,1.6E4,0,,,,,,,,,DETECTED,664.4643,664.4641,664.4662,37.02,36.95,37.11,1.6E4,1.7E3,2.5E3,1.6E4,0.10,1.12,1.25,0,,,
2808,37.02,36.97,37.11,665.4676,665.4674,665.4685,5.7E3,5.7E2,1.4E3,5.7E3,0,,,,,,,,,DETECTED,665.4676,665.4674,665.4685,37.02,36.97,37.11,5.7E3,5.7E2,1.4E3,5.7E3,0.11,1.33,1.66,0,,,
2809,37.02,36.97,37.07,774.5582,774.5561,774.5599,2.2E3,1.8E2,8.2E2,2.2E3,0,,,,,,,,,DETECTED,774.5582,774.5561,774.5599,37.02,36.97,37.07,2.2E3,1.8E2,8.2E2,2.2E3,0.11,1.00,1.00,0,,,
2810,37.04,36.85,37.28,568.4790,568.4788,568.4793,2.0E3,7.3E2,7.6E2,2.0E3,0,,,,,,,,,DETECTED,568.4790,568.4788,568.4793,37.04,36.85,37.28,2.0E3,7.3E2,7.6E2,2.0E3,0.42,1.13,1.26,0,,,
2811,37.04,36.93,37.23,620.4376,620.4374,620.4378,1.7E4,2.2E3,7.8E2,1.7E4,0,,,,,,,,,DETECTED,620.4376,620.4374,620.4378,37.04,36.93,37.23,1.7E4,2.2E3,7.8E2,1.7E4,0.11,1.47,1.73,0,,,
2812,37.04,36.99,37.13,792.3656,792.3653,792.3660,2.6E3,2.7E2,9.9E2,2.6E3,0,,,,,,,,,DETECTED,792.3656,792.3653,792.3660,37.04,36.99,37.13,2.6E3,2.7E2,9.9E2,2.6E3,0.13,1.33,1.67,0,,,
